SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
DIGJAMLTD, BE, 30-Aug-2019, 1.30, 1.25, 1.35, 1.25, 1.25, 1.25, 1.29, 22745, 0.29, 31, -, -
DISHTV, EQ, 30-Aug-2019, 22.35, 22.55, 22.75, 21.15, 21.90, 21.90, 21.81, 27779595, 6057.95, 39944, 3483923, 12.54
DIVISLAB, EQ, 30-Aug-2019, 1615.00, 1611.60, 1643.35, 1601.45, 1643.35, 1625.40, 1616.03, 357258, 5773.41, 21965, 157799, 44.17
DIXON, EQ, 30-Aug-2019, 2640.95, 2623.00, 2699.00, 2565.75, 2645.00, 2660.20, 2618.11, 24639, 645.08, 3226, 3928, 15.94
DLF, EQ, 30-Aug-2019, 165.10, 166.50, 169.20, 161.35, 168.10, 168.15, 165.89, 9168884, 15210.08, 66662, 565249, 6.16
DLINKINDIA, EQ, 30-Aug-2019, 85.95, 85.85, 90.80, 85.60, 89.55, 89.95, 88.54, 17735, 15.70, 377, 14455, 81.51
DMART, EQ, 30-Aug-2019, 1547.05, 1555.45, 1578.00, 1555.40, 1574.00, 1571.15, 1568.67, 508128, 7970.83, 31779, 218756, 43.05
DNAMEDIA, BE, 30-Aug-2019, 0.40, 0.35, 0.45, 0.35, 0.40, 0.40, 0.40, 19008, 0.08, 21, -, -
DOLAT, EQ, 30-Aug-2019, 38.55, 40.70, 40.70, 37.80, 37.80, 38.25, 38.30, 31137, 11.93, 211, 24668, 79.22
DOLLAR, EQ, 30-Aug-2019, 195.15, 206.00, 206.00, 194.00, 199.95, 197.70, 196.54, 2058, 4.04, 260, 1072, 52.09
DOLPHINOFF, BE, 30-Aug-2019, 14.15, 13.70, 14.35, 13.45, 14.20, 13.80, 13.67, 5751, 0.79, 72, -, -
DONEAR, EQ, 30-Aug-2019, 28.35, 29.10, 29.10, 28.05, 28.50, 28.85, 28.48, 6526, 1.86, 212, 4568, 70.00
DPSCLTD, EQ, 30-Aug-2019, 13.55, 13.75, 13.75, 13.40, 13.40, 13.60, 13.53, 7748, 1.05, 20, 7748, 100.00
DQE, EQ, 30-Aug-2019, 3.00, 2.85, 3.05, 2.85, 2.85, 2.85, 2.90, 13349, 0.39, 38, 12549, 94.01
DREDGECORP, EQ, 30-Aug-2019, 333.45, 329.35, 336.70, 321.25, 324.50, 327.45, 329.86, 275396, 908.43, 10238, 44662, 16.22
DRREDDY, EQ, 30-Aug-2019, 2527.80, 2530.20, 2568.00, 2513.00, 2558.15, 2557.50, 2536.60, 575277, 14592.50, 47962, 232036, 40.33
DSML, SM, 30-Aug-2019, 5.50, 5.70, 5.70, 5.25, 5.25, 5.25, 5.48, 12000, 0.66, 2, 12000, 100.00
